tick,event,task
9123,ISR_EXIT,idle
9123,ISR_ENTER,idle
9124,ISR_EXIT,idle
9124,ISR_ENTER,idle
9125,ISR_EXIT,idle
9125,ISR_ENTER,idle
9126,ISR_EXIT,idle
9126,ISR_ENTER,idle
9127,ISR_EXIT,idle
9127,ISR_ENTER,idle
9128,ISR_EXIT,idle
9128,ISR_ENTER,idle
9129,ISR_EXIT,idle
9129,ISR_ENTER,idle
9130,ISR_EXIT,idle
9130,ISR_ENTER,idle
9131,ISR_EXIT,idle
9131,ISR_ENTER,idle
9132,ISR_EXIT,idle
9132,ISR_ENTER,idle
9133,ISR_EXIT,idle
9133,ISR_ENTER,idle
9134,ISR_EXIT,idle
9134,ISR_ENTER,idle
9135,THREAD_READY,task2
9135,SWITCH,task2
9135,ISR_EXIT,idle
9135,SEM_WAIT,task2
9135,SEM_WAIT,task2
9135,SEM_SIGNAL,task2
9135,SEM_SIGNAL,task2
9135,SEM_WAKE,task1
9135,THREAD_READY,task1
9135,SWITCH,task1
9135,SEM_WAIT,task1
9135,SEM_SIGNAL,task1
9135,SEM_SIGNAL,task1
9135,SWITCH,task2
9135,SWITCH,idle
9135,ISR_ENTER,idle
9136,ISR_EXIT,idle
9136,ISR_ENTER,idle
9137,ISR_EXIT,idle
9137,ISR_ENTER,idle
9138,ISR_EXIT,idle
9138,ISR_ENTER,idle
9139,ISR_EXIT,idle
9139,ISR_ENTER,idle
9140,ISR_EXIT,idle
9140,ISR_ENTER,idle
9141,ISR_EXIT,idle
9141,ISR_ENTER,idle
9142,ISR_EXIT,idle
9142,ISR_ENTER,idle
9143,ISR_EXIT,idle
9143,ISR_ENTER,idle
9144,ISR_EXIT,idle
9144,ISR_ENTER,idle
9145,ISR_EXIT,idle
9145,ISR_ENTER,idle
9146,ISR_EXIT,idle
9146,ISR_ENTER,idle
9147,ISR_EXIT,idle
9147,ISR_ENTER,idle
9148,ISR_EXIT,idle
9148,ISR_ENTER,idle
9149,ISR_EXIT,idle
9149,ISR_ENTER,idle
9150,THREAD_READY,task1
9150,THREAD_READY,task3
9150,SWITCH,task1
9150,ISR_EXIT,idle
9150,SEM_WAIT,task1
9150,SEM_BLOCK,task1
9150,SWITCH,task3
9150,SWITCH,idle
9150,ISR_ENTER,idle
9151,ISR_EXIT,idle
9151,ISR_ENTER,idle
9152,ISR_EXIT,idle
9152,ISR_ENTER,idle
9153,ISR_EXIT,idle
9153,ISR_ENTER,idle
9154,ISR_EXIT,idle
9154,ISR_ENTER,idle
9155,ISR_EXIT,idle
9155,ISR_ENTER,idle
9156,ISR_EXIT,idle
9156,ISR_ENTER,idle
9157,ISR_EXIT,idle
9157,ISR_ENTER,idle
9158,ISR_EXIT,idle
9158,ISR_ENTER,idle
9159,ISR_EXIT,idle
9159,ISR_ENTER,idle
9160,ISR_EXIT,idle
9160,ISR_ENTER,idle
9161,ISR_EXIT,idle
9161,ISR_ENTER,idle
9162,ISR_EXIT,idle
9162,ISR_ENTER,idle
9163,ISR_EXIT,idle
9163,ISR_ENTER,idle
9164,ISR_EXIT,idle
9164,ISR_ENTER,idle
9165,ISR_EXIT,idle
9165,ISR_ENTER,idle
9166,ISR_EXIT,idle
9166,ISR_ENTER,idle
9167,ISR_EXIT,idle
9167,ISR_ENTER,idle
9168,ISR_EXIT,idle
9168,ISR_ENTER,idle
9169,ISR_EXIT,idle
9169,ISR_ENTER,idle
9170,THREAD_READY,task2
9170,SWITCH,task2
9170,ISR_EXIT,idle
9170,SEM_WAIT,task2
9170,SEM_WAIT,task2
9170,SEM_SIGNAL,task2
9170,SEM_SIGNAL,task2
9170,SEM_WAKE,task1
9170,THREAD_READY,task1
9170,SWITCH,task1
9170,SEM_WAIT,task1
9170,SEM_SIGNAL,task1
9170,SEM_SIGNAL,task1
9170,SWITCH,task2
9170,SWITCH,idle
9170,ISR_ENTER,idle
9171,ISR_EXIT,idle
9171,ISR_ENTER,idle
9172,ISR_EXIT,idle
9172,ISR_ENTER,idle
9173,ISR_EXIT,idle
9173,ISR_ENTER,idle
9174,ISR_EXIT,idle
9174,ISR_ENTER,idle
9175,ISR_EXIT,idle
9175,ISR_ENTER,idle
9176,ISR_EXIT,idle
9176,ISR_ENTER,idle
9177,ISR_EXIT,idle
9177,ISR_ENTER,idle
9178,ISR_EXIT,idle
9178,ISR_ENTER,idle
9179,ISR_EXIT,idle
9179,ISR_ENTER,idle
9180,THREAD_READY,task1
9180,SWITCH,task1
9180,ISR_EXIT,idle
9180,SEM_WAIT,task1
9180,SEM_BLOCK,task1
9180,SWITCH,idle
9180,ISR_ENTER,idle
9181,ISR_EXIT,idle
9181,ISR_ENTER,idle
9182,ISR_EXIT,idle
9182,ISR_ENTER,idle
9183,ISR_EXIT,idle
9183,ISR_ENTER,idle
9184,ISR_EXIT,idle
9184,ISR_ENTER,idle
9185,ISR_EXIT,idle
9185,ISR_ENTER,idle
9186,ISR_EXIT,idle
9186,ISR_ENTER,idle
9187,ISR_EXIT,idle
9187,ISR_ENTER,idle
9188,ISR_EXIT,idle
9188,ISR_ENTER,idle
9189,ISR_EXIT,idle
9189,ISR_ENTER,idle
9190,ISR_EXIT,idle
9190,ISR_ENTER,idle
9191,ISR_EXIT,idle
9191,ISR_ENTER,idle
9192,ISR_EXIT,idle
9192,ISR_ENTER,idle
9193,ISR_EXIT,idle
9193,ISR_ENTER,idle
9194,ISR_EXIT,idle
9194,ISR_ENTER,idle
9195,ISR_EXIT,idle
9195,ISR_ENTER,idle
9196,ISR_EXIT,idle
9196,ISR_ENTER,idle
9197,ISR_EXIT,idle
9197,ISR_ENTER,idle
9198,ISR_EXIT,idle
9198,ISR_ENTER,idle
9199,ISR_EXIT,idle
9199,ISR_ENTER,idle
9200,THREAD_READY,task3
9200,SWITCH,task3
9200,ISR_EXIT,idle
9200,SWITCH,idle
9200,ISR_ENTER,idle
9201,ISR_EXIT,idle
9201,ISR_ENTER,idle
9202,ISR_EXIT,idle
9202,ISR_ENTER,idle
9203,ISR_EXIT,idle
9203,ISR_ENTER,idle
9204,ISR_EXIT,idle
9204,ISR_ENTER,idle
9205,THREAD_READY,task2
9205,SWITCH,task2
9205,ISR_EXIT,idle
9205,SEM_WAIT,task2
9205,SEM_WAIT,task2
9205,SEM_SIGNAL,task2
9205,SEM_SIGNAL,task2
9205,SEM_WAKE,task1
9205,THREAD_READY,task1
9205,SWITCH,task1
9205,SEM_WAIT,task1
9205,SEM_SIGNAL,task1
9205,SEM_SIGNAL,task1
9205,SWITCH,task2
9205,SWITCH,idle
9205,ISR_ENTER,idle
9206,ISR_EXIT,idle
9206,ISR_ENTER,idle
9207,ISR_EXIT,idle
9207,ISR_ENTER,idle
9208,ISR_EXIT,idle
9208,ISR_ENTER,idle
9209,ISR_EXIT,idle
9209,ISR_ENTER,idle
9210,THREAD_READY,task1
9210,SWITCH,task1
9210,ISR_EXIT,idle
9210,SEM_WAIT,task1
9210,SEM_BLOCK,task1
9210,SWITCH,idle
9210,ISR_ENTER,idle
9211,ISR_EXIT,idle
9211,ISR_ENTER,idle
9212,ISR_EXIT,idle
9212,ISR_ENTER,idle
9213,ISR_EXIT,idle
9213,ISR_ENTER,idle
9214,ISR_EXIT,idle
9214,ISR_ENTER,idle
9215,ISR_EXIT,idle
9215,ISR_ENTER,idle
9216,ISR_EXIT,idle
9216,ISR_ENTER,idle
9217,ISR_EXIT,idle
9217,ISR_ENTER,idle
9218,ISR_EXIT,idle
9218,ISR_ENTER,idle
9219,ISR_EXIT,idle
9219,ISR_ENTER,idle
9220,ISR_EXIT,idle
9220,ISR_ENTER,idle
9221,ISR_EXIT,idle
9221,ISR_ENTER,idle
9222,ISR_EXIT,idle
9222,ISR_ENTER,idle
9223,ISR_EXIT,idle
9223,ISR_ENTER,idle
9224,ISR_EXIT,idle
9224,ISR_ENTER,idle
9225,ISR_EXIT,idle
9225,ISR_ENTER,idle
9226,ISR_EXIT,idle
9226,ISR_ENTER,idle
9227,ISR_EXIT,idle
9227,ISR_ENTER,idle
9228,ISR_EXIT,idle
9228,ISR_ENTER,idle
9229,ISR_EXIT,idle
9229,ISR_ENTER,idle
9230,ISR_EXIT,idle
9230,ISR_ENTER,idle
9231,ISR_EXIT,idle
9231,ISR_ENTER,idle
9232,ISR_EXIT,idle
9232,ISR_ENTER,idle
9233,ISR_EXIT,idle
9233,ISR_ENTER,idle
9234,ISR_EXIT,idle
9234,ISR_ENTER,idle
9235,ISR_EXIT,idle
9235,ISR_ENTER,idle
9236,ISR_EXIT,idle
9236,ISR_ENTER,idle
9237,ISR_EXIT,idle
9237,ISR_ENTER,idle
9238,ISR_EXIT,idle
9238,ISR_ENTER,idle
9239,ISR_EXIT,idle
9239,ISR_ENTER,idle
9240,THREAD_READY,task1
9240,THREAD_READY,task2
9240,SWITCH,task2
9240,ISR_EXIT,idle
9240,SEM_WAIT,task2
9240,SEM_WAIT,task2
9240,SEM_SIGNAL,task2
9240,SEM_SIGNAL,task2
9240,SEM_WAKE,task1
9240,THREAD_READY,task1
9240,SWITCH,task1
9240,SEM_WAIT,task1
9240,SEM_SIGNAL,task1
9240,SEM_SIGNAL,task1
9240,SWITCH,task2
9240,SWITCH,idle
9240,ISR_ENTER,idle
9241,ISR_EXIT,idle
9241,ISR_ENTER,idle
9242,ISR_EXIT,idle
9242,ISR_ENTER,idle
9243,ISR_EXIT,idle
9243,ISR_ENTER,idle
9244,ISR_EXIT,idle
9244,ISR_ENTER,idle
9245,ISR_EXIT,idle
9245,ISR_ENTER,idle
9246,ISR_EXIT,idle
9246,ISR_ENTER,idle
9247,ISR_EXIT,idle
9247,ISR_ENTER,idle
9248,ISR_EXIT,idle
9248,ISR_ENTER,idle
9249,ISR_EXIT,idle
9249,ISR_ENTER,idle
9250,THREAD_READY,task3
9250,SWITCH,task3
9250,ISR_EXIT,idle
9250,SWITCH,idle
9250,ISR_ENTER,idle
9251,ISR_EXIT,idle
9251,ISR_ENTER,idle
9252,ISR_EXIT,idle
9252,ISR_ENTER,idle
9253,ISR_EXIT,idle
9253,ISR_ENTER,idle
9254,ISR_EXIT,idle
9254,ISR_ENTER,idle
9255,ISR_EXIT,idle
9255,ISR_ENTER,idle
9256,ISR_EXIT,idle
9256,ISR_ENTER,idle
9257,ISR_EXIT,idle
9257,ISR_ENTER,idle
9258,ISR_EXIT,idle
9258,ISR_ENTER,idle
9259,ISR_EXIT,idle
9259,ISR_ENTER,idle
9260,ISR_EXIT,idle
9260,ISR_ENTER,idle
9261,ISR_EXIT,idle
9261,ISR_ENTER,idle
9262,ISR_EXIT,idle
9262,ISR_ENTER,idle
9263,ISR_EXIT,idle
9263,ISR_ENTER,idle
9264,ISR_EXIT,idle
9264,ISR_ENTER,idle
9265,ISR_EXIT,idle
9265,ISR_ENTER,idle
9266,ISR_EXIT,idle
9266,ISR_ENTER,idle
9267,ISR_EXIT,idle
9267,ISR_ENTER,idle
9268,ISR_EXIT,idle
9268,ISR_ENTER,idle
9269,ISR_EXIT,idle
9269,ISR_ENTER,idle
9270,THREAD_READY,task1
9270,SWITCH,task1
9270,ISR_EXIT,idle
9270,SEM_WAIT,task1
9270,SEM_BLOCK,task1
9270,SWITCH,idle
9270,ISR_ENTER,idle
9271,ISR_EXIT,idle
9271,ISR_ENTER,idle
9272,ISR_EXIT,idle
9272,ISR_ENTER,idle
9273,ISR_EXIT,idle
9273,ISR_ENTER,idle
9274,ISR_EXIT,idle
9274,ISR_ENTER,idle
9275,THREAD_READY,task2
9275,SWITCH,task2
9275,ISR_EXIT,idle
9275,SEM_WAIT,task2
9275,SEM_WAIT,task2
9275,SEM_SIGNAL,task2
9275,SEM_SIGNAL,task2
9275,SEM_WAKE,task1
9275,THREAD_READY,task1
9275,SWITCH,task1
9275,SEM_WAIT,task1
9275,SEM_SIGNAL,task1
9275,SEM_SIGNAL,task1
9275,SWITCH,task2
9275,SWITCH,idle
9275,ISR_ENTER,idle
9276,ISR_EXIT,idle
9276,ISR_ENTER,idle
9277,ISR_EXIT,idle
9277,ISR_ENTER,idle
9278,ISR_EXIT,idle
9278,ISR_ENTER,idle
9279,ISR_EXIT,idle
9279,ISR_ENTER,idle
9280,ISR_EXIT,idle
9280,ISR_ENTER,idle
9281,ISR_EXIT,idle
9281,ISR_ENTER,idle
9282,ISR_EXIT,idle
9282,ISR_ENTER,idle
9283,ISR_EXIT,idle
9283,ISR_ENTER,idle
9284,ISR_EXIT,idle
9284,ISR_ENTER,idle
9285,ISR_EXIT,idle
9285,ISR_ENTER,idle
9286,ISR_EXIT,idle
9286,ISR_ENTER,idle
9287,ISR_EXIT,idle
9287,ISR_ENTER,idle
9288,ISR_EXIT,idle
9288,ISR_ENTER,idle
9289,ISR_EXIT,idle
9289,ISR_ENTER,idle
9290,ISR_EXIT,idle
9290,ISR_ENTER,idle
9291,ISR_EXIT,idle
9291,ISR_ENTER,idle
9292,ISR_EXIT,idle
9292,ISR_ENTER,idle
9293,ISR_EXIT,idle
9293,ISR_ENTER,idle
9294,ISR_EXIT,idle
9294,ISR_ENTER,idle
9295,ISR_EXIT,idle
9295,ISR_ENTER,idle
9296,ISR_EXIT,idle
9296,ISR_ENTER,idle
9297,ISR_EXIT,idle
9297,ISR_ENTER,idle
9298,ISR_EXIT,idle
9298,ISR_ENTER,idle
9299,ISR_EXIT,idle
9299,ISR_ENTER,idle
9300,THREAD_READY,task1
9300,THREAD_READY,task3
9300,SWITCH,task1
9300,ISR_EXIT,idle
9300,SEM_WAIT,task1
9300,SEM_BLOCK,task1
9300,SWITCH,task3
9300,SWITCH,idle
9300,ISR_ENTER,idle
9301,ISR_EXIT,idle
9301,ISR_ENTER,idle
9302,ISR_EXIT,idle
9302,ISR_ENTER,idle
9303,ISR_EXIT,idle
9303,ISR_ENTER,idle
9304,ISR_EXIT,idle
9304,ISR_ENTER,idle
9305,ISR_EXIT,idle
9305,ISR_ENTER,idle
9306,ISR_EXIT,idle
9306,ISR_ENTER,idle
9307,ISR_EXIT,idle
9307,ISR_ENTER,idle
9308,ISR_EXIT,idle
9308,ISR_ENTER,idle
9309,ISR_EXIT,idle
9309,ISR_ENTER,idle
9310,THREAD_READY,task2
9310,SWITCH,task2
9310,ISR_EXIT,idle
9310,SEM_WAIT,task2
9310,SEM_WAIT,task2
9310,SEM_SIGNAL,task2
9310,SEM_SIGNAL,task2
9310,SEM_WAKE,task1
9310,THREAD_READY,task1
9310,SWITCH,task1
9310,SEM_WAIT,task1
9310,SEM_SIGNAL,task1
9310,SEM_SIGNAL,task1
9310,SWITCH,task2
9310,SWITCH,idle
9310,ISR_ENTER,idle
9311,ISR_EXIT,idle
9311,ISR_ENTER,idle
9312,ISR_EXIT,idle
9312,ISR_ENTER,idle
9313,ISR_EXIT,idle
9313,ISR_ENTER,idle
9314,ISR_EXIT,idle
9314,ISR_ENTER,idle
9315,ISR_EXIT,idle
9315,ISR_ENTER,idle
9316,ISR_EXIT,idle
9316,ISR_ENTER,idle
9317,ISR_EXIT,idle
9317,ISR_ENTER,idle
9318,ISR_EXIT,idle
9318,ISR_ENTER,idle
9319,ISR_EXIT,idle
9319,ISR_ENTER,idle
9320,ISR_EXIT,idle
9320,ISR_ENTER,idle
9321,ISR_EXIT,idle
9321,ISR_ENTER,idle
9322,ISR_EXIT,idle
9322,ISR_ENTER,idle
9323,ISR_EXIT,idle
9323,ISR_ENTER,idle
9324,ISR_EXIT,idle
9324,ISR_ENTER,idle
9325,ISR_EXIT,idle
9325,ISR_ENTER,idle
9326,ISR_EXIT,idle
9326,ISR_ENTER,idle
9327,ISR_EXIT,idle
9327,ISR_ENTER,idle
9328,ISR_EXIT,idle
9328,ISR_ENTER,idle
9329,ISR_EXIT,idle
9329,ISR_ENTER,idle
9330,THREAD_READY,task1
9330,SWITCH,task1
9330,ISR_EXIT,idle
9330,SEM_WAIT,task1
9330,SEM_BLOCK,task1
9330,SWITCH,idle
9330,ISR_ENTER,idle
9331,ISR_EXIT,idle
9331,ISR_ENTER,idle
9332,ISR_EXIT,idle
9332,ISR_ENTER,idle
9333,ISR_EXIT,idle
9333,ISR_ENTER,idle
9334,ISR_EXIT,idle
9334,ISR_ENTER,idle
9335,ISR_EXIT,idle
9335,ISR_ENTER,idle
9336,ISR_EXIT,idle
9336,ISR_ENTER,idle
9337,ISR_EXIT,idle
9337,ISR_ENTER,idle
9338,ISR_EXIT,idle
9338,ISR_ENTER,idle
9339,ISR_EXIT,idle
9339,ISR_ENTER,idle
9340,ISR_EXIT,idle
9340,ISR_ENTER,idle
9341,ISR_EXIT,idle
9341,ISR_ENTER,idle
9342,ISR_EXIT,idle
9342,ISR_ENTER,idle
9343,ISR_EXIT,idle
9343,ISR_ENTER,idle
9344,ISR_EXIT,idle
9344,ISR_ENTER,idle
9345,THREAD_READY,task2
9345,SWITCH,task2
9345,ISR_EXIT,idle
9345,SEM_WAIT,task2
9345,SEM_WAIT,task2
9345,SEM_SIGNAL,task2
9345,SEM_SIGNAL,task2
9345,SEM_WAKE,task1
9345,THREAD_READY,task1
9345,SWITCH,task1
9345,SEM_WAIT,task1
9345,SEM_SIGNAL,task1
9345,SEM_SIGNAL,task1
9345,SWITCH,task2
9345,SWITCH,idle
9345,ISR_ENTER,idle
9346,ISR_EXIT,idle
9346,ISR_ENTER,idle
9347,ISR_EXIT,idle
9347,ISR_ENTER,idle
9348,ISR_EXIT,idle
9348,ISR_ENTER,idle
9349,ISR_EXIT,idle
9349,ISR_ENTER,idle
9350,THREAD_READY,task3
9350,SWITCH,task3
9350,ISR_EXIT,idle
9350,SWITCH,idle
9350,ISR_ENTER,idle
9351,ISR_EXIT,idle
9351,ISR_ENTER,idle
9352,ISR_EXIT,idle
9352,ISR_ENTER,idle
9353,ISR_EXIT,idle
9353,ISR_ENTER,idle
9354,ISR_EXIT,idle
9354,ISR_ENTER,idle
9355,ISR_EXIT,idle
9355,ISR_ENTER,idle
9356,ISR_EXIT,idle
9356,ISR_ENTER,idle
9357,ISR_EXIT,idle
9357,ISR_ENTER,idle
9358,ISR_EXIT,idle
9358,ISR_ENTER,idle
9359,ISR_EXIT,idle
9359,ISR_ENTER,idle
9360,THREAD_READY,task1
9360,SWITCH,task1
9360,ISR_EXIT,idle
9360,SEM_WAIT,task1
9360,SEM_BLOCK,task1
9360,SWITCH,idle
9360,ISR_ENTER,idle
9361,ISR_EXIT,idle
9361,ISR_ENTER,idle
9362,ISR_EXIT,idle
9362,ISR_ENTER,idle
9363,ISR_EXIT,idle
9363,ISR_ENTER,idle
9364,ISR_EXIT,idle
9364,ISR_ENTER,idle
9365,ISR_EXIT,idle
9365,ISR_ENTER,idle
9366,ISR_EXIT,idle
9366,ISR_ENTER,idle
9367,ISR_EXIT,idle
9367,ISR_ENTER,idle
9368,ISR_EXIT,idle
9368,ISR_ENTER,idle
9369,ISR_EXIT,idle
9369,ISR_ENTER,idle
9370,ISR_EXIT,idle
9370,ISR_ENTER,idle
9371,ISR_EXIT,idle
9371,ISR_ENTER,idle
9372,ISR_EXIT,idle
9372,ISR_ENTER,idle
9373,ISR_EXIT,idle
9373,ISR_ENTER,idle
9374,ISR_EXIT,idle
9374,ISR_ENTER,idle
9375,ISR_EXIT,idle
9375,ISR_ENTER,idle
9376,ISR_EXIT,idle
9376,ISR_ENTER,idle
9377,ISR_EXIT,idle
9377,ISR_ENTER,idle
9378,ISR_EXIT,idle
9378,ISR_ENTER,idle
9379,ISR_EXIT,idle
9379,ISR_ENTER,idle
9380,THREAD_READY,task2
9380,SWITCH,task2
9380,ISR_EXIT,idle
9380,SEM_WAIT,task2
9380,SEM_WAIT,task2
9380,SEM_SIGNAL,task2
9380,SEM_SIGNAL,task2
9380,SEM_WAKE,task1
9380,THREAD_READY,task1
9380,SWITCH,task1
9380,SEM_WAIT,task1
9380,SEM_SIGNAL,task1
9380,SEM_SIGNAL,task1
9380,SWITCH,task2
9380,SWITCH,idle
9380,ISR_ENTER,idle
9381,ISR_EXIT,idle
9381,ISR_ENTER,idle
9382,ISR_EXIT,idle
9382,ISR_ENTER,idle
9383,ISR_EXIT,idle
9383,ISR_ENTER,idle
9384,ISR_EXIT,idle
9384,ISR_ENTER,idle
9385,ISR_EXIT,idle
9385,ISR_ENTER,idle
9386,ISR_EXIT,idle
9386,ISR_ENTER,idle
9387,ISR_EXIT,idle
9387,ISR_ENTER,idle
9388,ISR_EXIT,idle
9388,ISR_ENTER,idle
9389,ISR_EXIT,idle
9389,ISR_ENTER,idle
9390,THREAD_READY,task1
9390,SWITCH,task1
9390,ISR_EXIT,idle
9390,SEM_WAIT,task1
9390,SEM_BLOCK,task1
9390,SWITCH,idle
9390,ISR_ENTER,idle
9391,ISR_EXIT,idle
9391,ISR_ENTER,idle
9392,ISR_EXIT,idle
9392,ISR_ENTER,idle
9393,ISR_EXIT,idle
9393,ISR_ENTER,idle
9394,ISR_EXIT,idle
9394,ISR_ENTER,idle
9395,ISR_EXIT,idle
9395,ISR_ENTER,idle
9396,ISR_EXIT,idle
9396,ISR_ENTER,idle
9397,ISR_EXIT,idle
9397,ISR_ENTER,idle
9398,ISR_EXIT,idle
9398,ISR_ENTER,idle
9399,ISR_EXIT,idle
9399,ISR_ENTER,idle
9400,THREAD_READY,task3
9400,SWITCH,task3
9400,ISR_EXIT,idle
9400,SWITCH,idle
9400,ISR_ENTER,idle
9401,ISR_EXIT,idle
9401,ISR_ENTER,idle
9402,ISR_EXIT,idle
9402,ISR_ENTER,idle
9403,ISR_EXIT,idle
9403,ISR_ENTER,idle
9404,ISR_EXIT,idle
9404,ISR_ENTER,idle
9405,ISR_EXIT,idle
9405,ISR_ENTER,idle
9406,ISR_EXIT,idle
9406,ISR_ENTER,idle
9407,ISR_EXIT,idle
9407,ISR_ENTER,idle
9408,ISR_EXIT,idle
9408,ISR_ENTER,idle
9409,ISR_EXIT,idle
9409,ISR_ENTER,idle
9410,ISR_EXIT,idle
9410,ISR_ENTER,idle
9411,ISR_EXIT,idle
9411,ISR_ENTER,idle
9412,ISR_EXIT,idle
9412,ISR_ENTER,idle
9413,ISR_EXIT,idle
9413,ISR_ENTER,idle
9414,ISR_EXIT,idle
9414,ISR_ENTER,idle
9415,THREAD_READY,task2
9415,SWITCH,task2
9415,ISR_EXIT,idle
9415,SEM_WAIT,task2
9415,SEM_WAIT,task2
9415,SEM_SIGNAL,task2
9415,SEM_SIGNAL,task2
9415,SEM_WAKE,task1
9415,THREAD_READY,task1
9415,SWITCH,task1
9415,SEM_WAIT,task1
9415,SEM_SIGNAL,task1
9415,SEM_SIGNAL,task1
9415,SWITCH,task2
9415,SWITCH,idle
9415,ISR_ENTER,idle
9416,ISR_EXIT,idle
9416,ISR_ENTER,idle
9417,ISR_EXIT,idle
9417,ISR_ENTER,idle
9418,ISR_EXIT,idle
9418,ISR_ENTER,idle
9419,ISR_EXIT,idle
9419,ISR_ENTER,idle
9420,THREAD_READY,task1
9420,SWITCH,task1
9420,ISR_EXIT,idle
9420,SEM_WAIT,task1
9420,SEM_BLOCK,task1
9420,SWITCH,idle
9420,ISR_ENTER,idle
9421,ISR_EXIT,idle
9421,ISR_ENTER,idle
9422,ISR_EXIT,idle
9422,ISR_ENTER,idle
9423,ISR_EXIT,idle
9423,ISR_ENTER,idle
9424,ISR_EXIT,idle
9424,ISR_ENTER,idle
9425,ISR_EXIT,idle
9425,ISR_ENTER,idle
9426,ISR_EXIT,idle
9426,ISR_ENTER,idle
9427,ISR_EXIT,idle
9427,ISR_ENTER,idle
9428,ISR_EXIT,idle
9428,ISR_ENTER,idle
9429,ISR_EXIT,idle
9429,ISR_ENTER,idle
9430,ISR_EXIT,idle
9430,ISR_ENTER,idle
9431,ISR_EXIT,idle
9431,ISR_ENTER,idle
9432,ISR_EXIT,idle
9432,ISR_ENTER,idle
9433,ISR_EXIT,idle
9433,ISR_ENTER,idle
9434,ISR_EXIT,idle
9434,ISR_ENTER,idle
9435,ISR_EXIT,idle
9435,ISR_ENTER,idle
9436,ISR_EXIT,idle
9436,ISR_ENTER,idle
9437,ISR_EXIT,idle
9437,ISR_ENTER,idle
9438,ISR_EXIT,idle
9438,ISR_ENTER,idle
9439,ISR_EXIT,idle
9439,ISR_ENTER,idle
9440,ISR_EXIT,idle
9440,ISR_ENTER,idle
9441,ISR_EXIT,idle
9441,ISR_ENTER,idle
9442,ISR_EXIT,idle
9442,ISR_ENTER,idle
9443,ISR_EXIT,idle
9443,ISR_ENTER,idle
9444,ISR_EXIT,idle
9444,ISR_ENTER,idle
9445,ISR_EXIT,idle
9445,ISR_ENTER,idle
9446,ISR_EXIT,idle
9446,ISR_ENTER,idle
9447,ISR_EXIT,idle
9447,ISR_ENTER,idle
9448,ISR_EXIT,idle
9448,ISR_ENTER,idle
9449,ISR_EXIT,idle
9449,ISR_ENTER,idle
9450,THREAD_READY,task1
9450,THREAD_READY,task2
9450,THREAD_READY,task3
9450,SWITCH,task2
9450,ISR_EXIT,idle
9450,SEM_WAIT,task2
9450,SEM_WAIT,task2
9450,SEM_SIGNAL,task2
9450,SEM_SIGNAL,task2
9450,SEM_WAKE,task1
9450,THREAD_READY,task1
9450,SWITCH,task1
9450,SEM_WAIT,task1
9450,SEM_SIGNAL,task1
9450,SEM_SIGNAL,task1
9450,SWITCH,task2
9450,SWITCH,task3
9450,SWITCH,idle
9450,ISR_ENTER,idle
9451,ISR_EXIT,idle
9451,ISR_ENTER,idle
9452,ISR_EXIT,idle
9452,ISR_ENTER,idle
9453,ISR_EXIT,idle
9453,ISR_ENTER,idle
9454,ISR_EXIT,idle
9454,ISR_ENTER,idle
9455,ISR_EXIT,idle
9455,ISR_ENTER,idle
9456,ISR_EXIT,idle
9456,ISR_ENTER,idle
9457,ISR_EXIT,idle
9457,ISR_ENTER,idle
9458,ISR_EXIT,idle
9458,ISR_ENTER,idle
9459,ISR_EXIT,idle
9459,ISR_ENTER,idle
9460,ISR_EXIT,idle
9460,ISR_ENTER,idle
9461,ISR_EXIT,idle
9461,ISR_ENTER,idle
9462,ISR_EXIT,idle
9462,ISR_ENTER,idle
9463,ISR_EXIT,idle
9463,ISR_ENTER,idle
9464,ISR_EXIT,idle
9464,ISR_ENTER,idle
9465,ISR_EXIT,idle
9465,ISR_ENTER,idle
9466,ISR_EXIT,idle
9466,ISR_ENTER,idle
9467,ISR_EXIT,idle
9467,ISR_ENTER,idle
9468,ISR_EXIT,idle
9468,ISR_ENTER,idle
9469,ISR_EXIT,idle
9469,ISR_ENTER,idle
9470,ISR_EXIT,idle
9470,ISR_ENTER,idle
9471,ISR_EXIT,idle
9471,ISR_ENTER,idle
9472,ISR_EXIT,idle
9472,ISR_ENTER,idle
9473,ISR_EXIT,idle
9473,ISR_ENTER,idle
9474,ISR_EXIT,idle
9474,ISR_ENTER,idle
9475,ISR_EXIT,idle
9475,ISR_ENTER,idle
9476,ISR_EXIT,idle
9476,ISR_ENTER,idle
9477,ISR_EXIT,idle
9477,ISR_ENTER,idle
9478,ISR_EXIT,idle
9478,ISR_ENTER,idle
9479,ISR_EXIT,idle
9479,ISR_ENTER,idle
9480,THREAD_READY,task1
9480,SWITCH,task1
9480,ISR_EXIT,idle
9480,SEM_WAIT,task1
9480,SEM_BLOCK,task1
9480,SWITCH,idle
9480,ISR_ENTER,idle
9481,ISR_EXIT,idle
9481,ISR_ENTER,idle
9482,ISR_EXIT,idle
9482,ISR_ENTER,idle
9483,ISR_EXIT,idle
9483,ISR_ENTER,idle
9484,ISR_EXIT,idle
9484,ISR_ENTER,idle
9485,THREAD_READY,task2
9485,SWITCH,task2
9485,ISR_EXIT,idle
9485,SEM_WAIT,task2
9485,SEM_WAIT,task2
9485,SEM_SIGNAL,task2
9485,SEM_SIGNAL,task2
9485,SEM_WAKE,task1
9485,THREAD_READY,task1
